,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,"Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training",Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary
Inferior_Cerebellar_Peduncle,0.41990400,0.41871940,0.37652850,0.41443650,0.48915900,0.46045460,0.43667100,0.46637780,,0.42546260,0.43184140,0.44523680,0.39766950,0.42892540,0.42127090,0.49581110,0.47166300,0.42500700,0.40623520,0.45790310,0.43913140,0.44660360,0.40076780,0.45653630,0.43402840,0.43512190,0.45179780
Cerebellar_White_Matter,5.54377200,5.84576000,5.25481500,5.87601400,7.19659700,7.27961200,6.54687600,6.98956100,,6.70488600,6.03274900,6.61057200,5.70269400,6.78598800,5.94107700,7.41365700,6.20597700,6.68037400,6.17654400,6.89952900,6.78288900,6.30430100,5.95501900,7.12652200,6.59016000,6.31058900,6.63690700
Lateral_Ventricle,2.68372200,2.39075600,2.27429800,1.74130800,1.67077700,1.46337600,1.61674000,2.37243900,,1.69091600,2.84565200,1.70576900,1.98233300,1.21970800,2.82770000,2.29252300,4.09041900,1.70467500,2.84218900,2.66804900,1.84582800,1.90916000,1.94761500,2.50056100,2.73566400,2.20987200,2.75771600
Cingulate_Cortex_Area_25,0.20612480,0.20812950,0.22371190,0.22307400,0.23956760,0.25624350,0.22544330,0.22772140,,0.25442100,0.22125150,0.25788380,0.22389410,0.25432990,0.19956380,0.21259460,0.21860890,0.22763030,0.20812950,0.21997580,0.20667150,0.21496390,0.18881100,0.20986090,0.19828800,0.20138630,0.22034030
Dorsal_Acustic_Stria,0.02724638,0.03326062,0.02833988,0.03335175,0.03326062,0.03517425,0.02870438,0.03171150,,0.03180262,0.03216713,0.02651738,0.02906888,0.03134700,0.03107363,0.03134700,0.03107363,0.03553875,0.03298725,0.03034463,0.03490088,0.03171150,0.02524163,0.02906888,0.02906888,0.03107363,0.03180262
Postsubiculum,0.33315300,0.35666330,0.33588670,0.40924240,0.41735250,0.37616400,0.36932960,0.38873930,,0.41780810,0.43402840,0.38026460,0.37324800,0.41717030,0.40869560,0.36258640,0.42883430,0.40486840,0.33907610,0.32012210,0.35948810,0.35365610,0.27137030,0.35511410,0.34299450,0.34736850,0.33433760
Ventricular_System_4thVentricle,0.72617510,0.69118310,0.65801360,0.70585430,0.63268090,0.42473360,0.62994710,0.62748680,,0.54438080,0.76599680,0.40149680,0.75642870,0.42546260,0.64899220,0.54055350,0.66493920,0.63031170,0.74613150,0.74048180,0.64334250,0.66065630,0.60106050,0.63340990,0.66402790,0.65938050,0.67897240
Microcellular_Tegmental_Nucleus,0.46327950,0.44131840,0.45553390,0.49061700,0.51294260,0.48360040,0.46154810,0.49772480,,0.51886580,0.47749500,0.49371530,0.44450780,0.49143710,0.45243560,0.51850130,0.49954730,0.48587850,0.44131840,0.45854100,0.43685330,0.46100140,0.40550630,0.45453150,0.45854100,0.44377880,0.46173040
Pretectal_Nucleus,0.09249188,0.08647763,0.09513450,0.09267413,0.09467888,0.09340313,0.09331200,0.10370030,,0.09677475,0.09641025,0.08538413,0.09495226,0.08921137,0.09850613,0.09267413,0.09513450,0.08520187,0.07590713,0.08447288,0.07973438,0.08064563,0.07071300,0.07526925,0.07964325,0.07235325,0.07891425
Latero_Dorsal_Thalamic_Nucleus_Ventro_Lateral,0.08401725,0.09914400,0.09030488,0.10342690,0.12657260,0.11682230,0.11427080,0.10789200,,0.13267800,0.10215110,0.11244830,0.09704813,0.13176680,0.09704813,0.11727790,0.09094276,0.11800690,0.08337938,0.08738888,0.08383501,0.10060200,0.07153313,0.09294751,0.08474625,0.08501963,0.09732150
Latero_Posterior_Nuclei_of_Thalamus,0.14306630,0.14397750,0.14880710,0.12675490,0.15536810,0.16903690,0.15081190,0.16265810,,0.15217870,0.13185790,0.17878730,0.13550290,0.17249960,0.13176680,0.15545930,0.13240460,0.14598230,0.12046730,0.13267800,0.15072080,0.13240460,0.12365660,0.12857740,0.15245210,0.13049100,0.12146960
Anterior_Thalamic_Nuclei,0.44432550,0.49617560,0.46628660,0.52706700,0.52788720,0.54948380,0.50282780,0.52597350,,0.53936890,0.55012170,0.54966600,0.48642530,0.55768500,0.50884200,0.50765740,0.49881830,0.52096160,0.48760990,0.47840630,0.53134990,0.50884200,0.44797050,0.47375890,0.50829520,0.48296250,0.48770100
Red_Nucleus_Magnocellular,0.08802675,0.09495226,0.08957588,0.08994038,0.10160440,0.10734530,0.09795938,0.10971450,,0.10360910,0.10133100,0.09495226,0.09467888,0.10151330,0.09950850,0.10242450,0.10242450,0.11089910,0.09631912,0.10552280,0.10087540,0.10452040,0.09577238,0.10315350,0.10415590,0.10206000,0.10588730
Pararubral_Nucleus,0.02232563,0.02278125,0.01968300,0.02132325,0.02451263,0.02296350,0.02396588,0.02187000,,0.02132325,0.02095875,0.02068537,0.02606175,0.02296350,0.02086763,0.02259900,0.02032088,0.02214338,0.01822500,0.02123213,0.01950075,0.02141437,0.01804275,0.02323688,0.01840725,0.02086763,0.02059425
Retro_Rubral_Field,0.22061360,0.23546700,0.23437350,0.23738060,0.26052640,0.25925060,0.24667540,0.26508260,,0.24348600,0.25469440,0.24594640,0.23993210,0.24175460,0.23883860,0.25460330,0.25177840,0.25214290,0.23455580,0.23701610,0.24266590,0.26471810,0.22708350,0.24539960,0.24057000,0.23373560,0.24922690
Cerebrospinal_fluid,0.52405990,0.47029610,0.44614800,0.37935340,0.37188110,0.24786000,0.37087880,0.46947600,,0.30572440,0.46674230,0.26316900,0.37361250,0.26991230,0.43120350,0.32759440,0.51540300,0.38017350,0.38081140,0.41261400,0.35766560,0.32586300,0.36440890,0.43530410,0.35556980,0.33889390,0.34445250
IntermediateReticularNucleus,0.92191170,0.96556060,0.94423730,0.91252580,1.02069100,0.98405890,0.98989090,1.00237500,,0.97758900,0.95344090,0.98351220,0.88728420,0.98168960,0.92400750,1.03618200,0.96483150,0.99162230,1.01631700,1.01012100,0.99380930,1.00693100,0.94378170,0.97603990,1.01012100,0.95307640,1.00884500
PosteriorDorsal_ParaventricularMedialParvicellular_Posterior_LateralHypothalamus,0.58256210,0.57344970,0.58502250,0.64507390,0.63076730,0.67587420,0.58966990,0.65746690,,0.61965000,0.60497890,0.65983620,0.57855270,0.63031170,0.56397270,0.65491540,0.64443600,0.61418250,0.59495510,0.61691620,0.61472930,0.60315640,0.54392520,0.62548200,0.60160730,0.59367940,0.61755410
Prerubral_Forel,0.07207987,0.07864088,0.07563375,0.07581601,0.09504338,0.10306240,0.07909650,0.09303863,,0.09750375,0.08037225,0.07627163,0.07417575,0.07854975,0.07681838,0.08255925,0.08611313,0.08274150,0.08246813,0.08055450,0.08593088,0.08793563,0.08501963,0.08438175,0.07891425,0.07854975,0.08028113
PVG_of_Hypothalamus,0.04674713,0.04200863,0.05421938,0.04920750,0.05503950,0.05850225,0.04847850,0.05367263,,0.04237312,0.04847850,0.05904900,0.04711163,0.06023363,0.04866075,0.06925500,0.05294363,0.04656488,0.04592700,0.04465125,0.04957200,0.04291988,0.03790800,0.04993650,0.04738500,0.05057438,0.05339925
"Basal Lateral Amygdala",0.73583440,0.62083460,0.73902370,0.80317570,0.92883720,0.92728810,0.82559250,0.82859960,,0.87990300,0.78668210,0.88883330,0.74285100,0.62466190,0.76945950,0.79679700,0.83616300,0.83379380,0.74522020,0.77064410,0.76736370,0.86076680,0.73793030,0.75360380,0.81966940,0.74531140,0.83516070
