,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,Voluntary,"Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training","Voluntary + training",Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary,Sedentary
Subthalamic_Nucleus,0.27676820,0.28103260,0.25212920,0.29546310,0.25524600,0.28257340,0.24889330,0.24861820,,0.25352990,0.27796910,0.25050970,0.29304610,0.23249700,0.24854520,0.23541740,0.26441870,0.24815880,0.27814800,0.28246840,0.26413710,0.26535000,0.30281790,0.27174840,0.28260980,0.28994710,0.31313370
Septum,0.22687570,0.21109960,0.19149260,0.21969950,0.17324880,0.16913130,0.19266240,0.18589500,,0.18452580,0.21136220,0.17301850,0.21820040,0.16879440,0.20230840,0.18531790,0.20280360,0.20126370,0.22275430,0.22064560,0.23476260,0.21829220,0.23796050,0.21685020,0.22199620,0.21709490,0.22878220
Globus_Pallidus,0.26515370,0.23258050,0.23040770,0.20119700,0.22806250,0.20659480,0.23567490,0.23209650,,0.24652990,0.23200200,0.19225270,0.25667100,0.21328460,0.24960700,0.21272540,0.25329320,0.25231830,0.24191280,0.23640710,0.23088090,0.23634820,0.23476820,0.24580420,0.23855520,0.24251840,0.21841070
Striatum,0.20324210,0.18799970,0.17486240,0.16567170,0.15577670,0.14525380,0.17060560,0.15897600,,0.16258810,0.17170090,0.14271350,0.18185150,0.14742440,0.18447680,0.14820110,0.18249710,0.16507580,0.17265910,0.17710760,0.17243150,0.16845150,0.17780490,0.17902580,0.18151510,0.16659640,0.17542900
Amygdala,0.17164420,0.15591590,0.13727950,0.17114180,0.12173200,0.13297330,0.13733890,0.12833630,,0.14163260,0.15354900,0.13744880,0.16023210,0.15599690,0.15065550,0.13634190,0.15227350,0.14180660,0.16852500,0.16583690,0.16030200,0.15933360,0.17327200,0.16547900,0.16676520,0.16720950,0.18411590
Accumbens,0.16873140,0.15755820,0.14874540,0.17050490,0.12851740,0.11095030,0.14886690,0.13829000,,0.14610580,0.15941560,0.12829660,0.16550260,0.13427420,0.15170230,0.14353490,0.15515280,0.15561180,0.16809640,0.15872660,0.16879080,0.16251890,0.16492270,0.15939970,0.16408530,0.15855540,0.17468420
Bed_Nucleus_of_the_Stria_Terminalis,0.22820000,0.21501940,0.19420130,0.23727000,0.18566590,0.15582440,0.21779270,0.19410980,,0.20238550,0.22743110,0.18078500,0.24618180,0.19405690,0.20351390,0.18985620,0.21601740,0.22490350,0.23330380,0.24527130,0.24360570,0.23084290,0.24084880,0.23044110,0.24091410,0.23443010,0.23818040
Ventral_Pallidum,0.21806610,0.19717000,0.16572610,0.21094650,0.16913130,0.15477340,0.16212720,0.16183710,,0.17213300,0.18460230,0.16949940,0.19342430,0.14667660,0.19053430,0.17194170,0.20121570,0.18322100,0.21262510,0.21360380,0.22219600,0.20338590,0.20950010,0.19831780,0.20296710,0.21025750,0.23442110
Periaquaductal_Grey,0.15548820,0.15135270,0.14215260,0.15587030,0.12164600,0.13241480,0.13286480,0.13106190,,0.12810310,0.15337260,0.12025410,0.15436090,0.12926990,0.14527330,0.10515470,0.14533970,0.14029620,0.16818090,0.16299970,0.16810090,0.15597810,0.17372160,0.16597450,0.16185730,0.16182140,0.16005990
Anterior_Pretectal_Nucleus,0.20119750,0.18857100,0.16241990,0.17893500,0.15970240,0.15388830,0.16389030,0.17205950,,0.14603980,0.17832600,0.13728540,0.17934090,0.13247760,0.18271580,0.15031420,0.17674810,0.16377980,0.18976700,0.19579180,0.17294000,0.16874540,0.19572030,0.18058880,0.18632430,0.18372470,0.18599450
Ventral_Tegmental_Area,0.26155560,0.27259380,0.23183020,0.26560190,0.23937750,0.24661520,0.24477590,0.24780800,,0.23829380,0.26413170,0.21217320,0.27957810,0.22428040,0.24410470,0.21033250,0.25178980,0.22956890,0.26804750,0.26815280,0.25087650,0.27752300,0.29080720,0.27135440,0.27281540,0.27704700,0.29550480
Thalamus_Rest,0.20654900,0.19682940,0.18105250,0.20062920,0.17010760,0.17571920,0.17456020,0.17377250,,0.17222420,0.19054430,0.15340440,0.19512880,0.14934010,0.18390450,0.15646030,0.18723700,0.17529930,0.20371460,0.20487870,0.19461620,0.19160210,0.21530350,0.20537180,0.20618070,0.20730200,0.20982190
Ventral_Thalamic_Nuclei,0.21417460,0.21409220,0.19510090,0.20800190,0.19385130,0.21063780,0.17894530,0.18534390,,0.16945740,0.18927390,0.16985820,0.20211210,0.14527820,0.19569610,0.16061620,0.19287440,0.17468230,0.19534600,0.19524830,0.19075750,0.18529110,0.21213220,0.20446910,0.19941780,0.20916550,0.21012680
Latero_Dorsal_Nucleus_of_Thalamus,0.15894080,0.13972670,0.11729660,0.14259830,0.13020520,0.15136030,0.11218020,0.11502440,,0.11935960,0.13132100,0.11412220,0.14247800,0.08024818,0.13224570,0.13023900,0.14442690,0.10969770,0.14784320,0.15090080,0.14048540,0.13950420,0.17074470,0.15917270,0.15343120,0.15577740,0.17674400
Medial_Geniculate_Nucleus,0.18939190,0.17704670,0.16686750,0.17729840,0.15857930,0.15945030,0.16327940,0.16072300,,0.14794320,0.16034390,0.13194460,0.17832970,0.14359520,0.17283720,0.15002540,0.18181510,0.16296160,0.19673130,0.18828620,0.17351260,0.17430790,0.20512150,0.19096900,0.17810560,0.18633140,0.19527950
Lateral_Geniculate_Nucleus,0.22460770,0.22497120,0.19951140,0.22081550,0.21543870,0.19939250,0.20345520,0.19757260,,0.19611090,0.20718620,0.19036240,0.20904840,0.15700440,0.23981710,0.19065630,0.22484730,0.19510200,0.21804300,0.21664990,0.20761180,0.19707430,0.22639070,0.21925850,0.22288730,0.22202450,0.22079420
Zona_Incerta,0.26784430,0.26176440,0.23567060,0.26347550,0.23675660,0.26154290,0.23587770,0.23355040,,0.22366420,0.24865400,0.21253740,0.24903380,0.18165280,0.24506090,0.20923840,0.25312090,0.21042960,0.25645570,0.25199340,0.24989820,0.24702420,0.27628300,0.25948390,0.25663690,0.27338570,0.27440130
Reticular_Nucleus_of_Thalamus,0.30989110,0.28619950,0.28267180,0.28231370,0.27461970,0.25809300,0.29248410,0.28231990,,0.27579790,0.28867870,0.23403430,0.28586200,0.23631510,0.29363860,0.25803740,0.29007210,0.28048300,0.29641920,0.30355240,0.28698650,0.28371980,0.30450960,0.30923910,0.30154490,0.30151080,0.29577250
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,0.19355620,0.19188140,0.15968030,0.18973020,0.15883420,0.18933090,0.13851820,0.15536040,,0.15152780,0.16753860,0.12942370,0.17776880,0.12124410,0.17040940,0.13628600,0.18847340,0.14304230,0.21694240,0.19321930,0.19375940,0.17456510,0.23304310,0.19189070,0.19489020,0.21053400,0.22083330
Deep_Mesencephalic_Nuclei,0.20123530,0.20616450,0.19731160,0.20575820,0.18211400,0.18709610,0.20332800,0.19234650,,0.19541180,0.19551870,0.17332910,0.21279390,0.18186100,0.20565030,0.16323380,0.19692620,0.19663380,0.20985240,0.19897630,0.20343900,0.20869730,0.21018390,0.20133520,0.20812810,0.20937070,0.21081230
Superior_Colliculus,0.19529800,0.18520130,0.17095160,0.18438430,0.15665850,0.15387940,0.16638030,0.16926290,,0.15033120,0.18529990,0.14955070,0.18090980,0.16252700,0.18124670,0.14752310,0.17476970,0.16510230,0.18490380,0.19003310,0.17560920,0.16740110,0.19474030,0.18455080,0.18623180,0.18061710,0.17887030
Inferior_Colliculus,0.19885910,0.19396650,0.18548940,0.19856990,0.17357450,0.17246310,0.19287430,0.18048480,,0.17975050,0.18991730,0.16661300,0.19099380,0.18133730,0.19171980,0.15565370,0.18242090,0.19681300,0.20264370,0.21033650,0.20061180,0.18913640,0.20768030,0.20779900,0.19759190,0.18938010,0.18765320
Substantia_Nigra,0.29190780,0.29151170,0.27500980,0.30030480,0.27714450,0.29832830,0.27664550,0.27051870,,0.28142980,0.29328910,0.25077850,0.30393370,0.23922560,0.26889560,0.25065140,0.29384580,0.25216420,0.29791780,0.28229350,0.28242750,0.28861010,0.31177160,0.29391770,0.30695350,0.31795800,0.32886470
Red_Nucleus_Parvicellular,0.20790440,0.22121210,0.21532610,0.22811200,0.20290000,0.24127260,0.19965160,0.19825400,,0.20008350,0.20449120,0.19891400,0.24292020,0.16175950,0.19162810,0.17479230,0.21520350,0.18754840,0.22521430,0.20315620,0.20735000,0.20903560,0.21882100,0.21832510,0.22189030,0.22261090,0.22853960
Midbrain_Reticular_Nucleus,0.24862600,0.24745290,0.22943220,0.23938480,0.20790270,0.20557350,0.23501920,0.22479900,,0.21804100,0.23690070,0.18286010,0.24876450,0.19547340,0.23416350,0.19038110,0.23523040,0.22541070,0.26145940,0.25623210,0.24753650,0.24198400,0.26260340,0.25085810,0.24782770,0.25232260,0.25484370
Rostral_Linear_Nucleus,0.24850820,0.25321640,0.23052090,0.25502660,0.20437310,0.23118170,0.22286150,0.21815600,,0.22948770,0.24141300,0.19878770,0.27108490,0.19739170,0.23903360,0.19124120,0.23602580,0.22122170,0.25891160,0.25337990,0.24820800,0.25754670,0.27082980,0.25527830,0.26433550,0.25210770,0.25210080
Cuneiform_Nucleus,0.21200770,0.19978630,0.19941160,0.20473350,0.16655950,0.17618400,0.19430190,0.17895140,,0.17348730,0.19877400,0.15458540,0.22343670,0.17225560,0.21391380,0.13057180,0.19707900,0.21245400,0.24380040,0.22526770,0.22126180,0.22008350,0.24746940,0.21608440,0.21497040,0.21775800,0.21072370
Precuneiform_Nucleus,0.22049850,0.21925880,0.21200880,0.21897690,0.18074480,0.17414550,0.21416540,0.21121040,,0.19637100,0.22389640,0.17953610,0.21539360,0.21095150,0.22103230,0.16954130,0.20069330,0.22024350,0.23233310,0.22600630,0.22558860,0.21134470,0.23341590,0.22115070,0.22374130,0.21472700,0.21489670
Brain_Stem_Rest,0.27794290,0.25843970,0.23788260,0.25389320,0.23645620,0.22933820,0.24180980,0.24777420,,0.22946130,0.25896310,0.21400550,0.26195370,0.21883400,0.24904410,0.20121410,0.24578770,0.23268420,0.25603890,0.26207900,0.25754610,0.25760650,0.27096320,0.27690020,0.26289760,0.26436940,0.26685300
Interpeduncular_Nucleus,0.16446340,0.15987620,0.15897860,0.17009600,0.16119240,0.20649360,0.15099400,0.14560170,,0.16481670,0.15793690,0.15170290,0.18490880,0.16416520,0.17554130,0.15311940,0.16213050,0.14214840,0.16872320,0.17562930,0.16834410,0.17793340,0.18450440,0.18893560,0.17209540,0.17338780,0.18917050
Cerebellar_Cortex,0.23071200,0.21786940,0.21614880,0.21840410,0.19159180,0.18314170,0.18971530,0.18472230,,0.19505790,0.21545630,0.18177220,0.21096370,0.17857130,0.21138080,0.15779360,0.20523920,0.19632600,0.21151670,0.20949030,0.20154210,0.19424110,0.21396120,0.21135910,0.20449610,0.20557120,0.20120670
Dentate_(Lateral)_Nucleus_of_Cerebellum,0.31426650,0.29370460,0.28522760,0.29952840,0.29260440,0.29822380,0.27581070,0.28280090,,0.28221070,0.29098410,0.27958250,0.30827190,0.26345480,0.29917190,0.23673600,0.28685940,0.27586480,0.29582220,0.30534280,0.29177140,0.28336100,0.32764470,0.30332770,0.29409670,0.30800560,0.30317770
Interposed_Nucleus_of_Cerebellum,0.26192520,0.22503540,0.23274220,0.23568570,0.22635160,0.21344840,0.23270890,0.22617720,,0.22746260,0.22893620,0.19386910,0.24821410,0.21282980,0.23874450,0.18937820,0.22155480,0.22075390,0.23802240,0.23693140,0.22804770,0.23120320,0.24812180,0.24490040,0.23649040,0.23737320,0.23438340
Fastigial_Medial_Dorsolateral_Nucleus_of_Cerebellum,0.26061630,0.24079160,0.24254630,0.26819410,0.22761060,0.20982460,0.25744110,0.25666270,,0.26059290,0.24817750,0.21368900,0.25247030,0.26635470,0.27591000,0.20966620,0.24094110,0.23790920,0.27659850,0.25279140,0.26977750,0.24420590,0.29063570,0.27454180,0.26347040,0.25892540,0.25628220
Fastigial_Medial_Nucleus_of_Cerebellum,0.31297900,0.28976400,0.27124710,0.28976800,0.26312350,0.25812660,0.27845860,0.27482300,,0.26713000,0.28387260,0.23984410,0.30611010,0.23862550,0.29578910,0.22203240,0.27227380,0.26227720,0.29900640,0.28158150,0.28204880,0.26456820,0.31189540,0.28871650,0.27807140,0.29135750,0.27761890
Ventral_Lateral_Lemniscus_Nucleus,0.27358280,0.25703070,0.22511380,0.24742450,0.26982670,0.25375320,0.27731420,0.28577710,,0.26750230,0.28688680,0.22111630,0.25509270,0.26399350,0.27631700,0.22980700,0.28093310,0.26326410,0.25570540,0.25645770,0.26856320,0.27598680,0.25879560,0.27260590,0.26897230,0.26658260,0.26808340
Parabrachial_Nucleus,0.21609290,0.21160650,0.17920520,0.19825460,0.16663550,0.17471850,0.16965450,0.15746740,,0.17340730,0.19772000,0.14511020,0.22036000,0.14059610,0.19748470,0.12122760,0.19176090,0.17687640,0.23253540,0.22005140,0.21353030,0.20768830,0.22565550,0.21478810,0.21515680,0.22070030,0.21869870
Parabrachial_Medial_Nucleus_and_Koelliker_Fuse_Nucleus,0.23719300,0.23123940,0.20403440,0.23884720,0.19986840,0.21920600,0.21190600,0.20046240,,0.21199360,0.21124090,0.18413850,0.23848150,0.17678500,0.22196950,0.15107520,0.20832980,0.20768520,0.24035660,0.23888420,0.23623790,0.23421830,0.25141220,0.23777780,0.23660310,0.24185460,0.22968580
Parvicellular_Reticular_Nucleus_and_Principal_Sensory_Trigeminal_Nucleus,0.20544100,0.20038600,0.18168310,0.19090090,0.18582930,0.18652520,0.18465770,0.19129620,,0.19096170,0.19954550,0.17719510,0.19896600,0.18760920,0.18412630,0.15704520,0.18675130,0.19111180,0.19932330,0.19320440,0.19359730,0.19092770,0.19756930,0.19714190,0.19089360,0.18940730,0.19833580
Central_Gray,0.20249790,0.18399330,0.15486550,0.18183930,0.16502650,0.17286050,0.15994300,0.15659380,,0.14790810,0.17092600,0.16170450,0.18229660,0.12341120,0.17695600,0.12019210,0.17340600,0.15332360,0.17706880,0.18809140,0.17811870,0.17299880,0.19256400,0.18766460,0.18308480,0.18177550,0.17748990
Pedunculotegmental_Medial_Paralemniscial_and_Supratrigemnial_Nuclei,0.19053750,0.18437770,0.16386240,0.18473530,0.14818130,0.16678210,0.18303050,0.16895560,,0.17183830,0.17288680,0.13301620,0.20649510,0.15413790,0.18698540,0.13045780,0.17889730,0.17030220,0.21930440,0.20956090,0.20027230,0.20320100,0.21472220,0.20869760,0.20249470,0.21525220,0.19552700
Motor_Root_of_Trigeminal_Nerve,0.28900410,0.27051950,0.26206470,0.27259500,0.26240540,0.27864300,0.31271070,0.28860630,,0.26498870,0.26750300,0.24711050,0.26224520,0.30356800,0.26732300,0.26651270,0.27269920,0.26412330,0.26425320,0.26332880,0.25929390,0.28797110,0.27959220,0.28273990,0.29299110,0.27702270,0.26819590
Trigeminal_Motor_Nucleus,0.17762670,0.16266200,0.15152350,0.17588830,0.15982550,0.17316720,0.17389490,0.18021380,,0.17114120,0.16302650,0.14658330,0.16928730,0.18658980,0.16908200,0.15967800,0.15762340,0.16871440,0.17928590,0.15187380,0.16767840,0.15967730,0.15507600,0.16468130,0.16188910,0.15385670,0.16884270
Pontine_Reticular_Nucleus,0.23558700,0.22453280,0.19949630,0.20795890,0.21333480,0.21776080,0.20882310,0.21233440,,0.21027080,0.21502960,0.18196420,0.21870340,0.18792150,0.21127230,0.17527060,0.21841040,0.19976620,0.21045160,0.21719690,0.20658250,0.21833980,0.22327330,0.22251710,0.21660650,0.22287590,0.21623160
Raphe_Nucleus,0.32284580,0.32183460,0.29246810,0.29626630,0.28946900,0.30205410,0.27991360,0.28666890,,0.29054360,0.30672900,0.24294780,0.31768690,0.22432090,0.30268420,0.24036850,0.30114510,0.27334770,0.32823060,0.31703950,0.30500490,0.31841070,0.33332820,0.32294030,0.32818660,0.32965880,0.32496250
Trigeminal_Sensory_Nucleus,0.26426090,0.25630680,0.24707220,0.27806900,0.25437830,0.25809890,0.26669770,0.27672030,,0.26857310,0.26535830,0.23688450,0.26633570,0.26006660,0.26791540,0.23270410,0.25737030,0.26230620,0.27920720,0.26239820,0.27229400,0.28000660,0.26436250,0.27153730,0.27150140,0.27136820,0.28359970
Dorsal_Tegmentum,0.16759790,0.16488230,0.13734820,0.14906890,0.13888350,0.14874930,0.13643120,0.13738520,,0.14302860,0.14458920,0.12475470,0.15396360,0.12133420,0.14613740,0.10703020,0.14866640,0.13965170,0.15878080,0.16498090,0.16318890,0.15418530,0.17761910,0.16704030,0.16259390,0.16522020,0.15718850
Tegmental_Nucleus,0.25754890,0.25191740,0.21012270,0.22439510,0.20068260,0.20265710,0.19434530,0.20409090,,0.18752070,0.21980500,0.16872640,0.26210220,0.11124240,0.24783420,0.10942050,0.21372160,0.19729220,0.25672180,0.25543830,0.23179120,0.23122070,0.28870120,0.25180560,0.25649900,0.25834180,0.26384060
Cochlear_Nucleus,0.26587930,0.33417090,0.31561850,0.26482890,0.25722910,0.29338380,0.27374000,0.26059880,,0.28701960,0.26168410,0.26007030,0.31419050,0.24779680,0.25638000,0.22524200,0.26069860,0.25951890,0.28545890,0.27316140,0.28241420,0.27481080,0.26476640,0.27065240,0.28325620,0.27151100,0.28826380
Pontine_Nucleus,0.32732680,0.30844670,0.25741680,0.31681150,0.29026720,0.30694020,0.26769840,0.28939640,,0.24994100,0.30746340,0.25709940,0.34165140,0.23843920,0.32674880,0.25705700,0.29866020,0.25732390,0.30754130,0.32706140,0.29449360,0.29509610,0.33983960,0.33037090,0.31788430,0.31562890,0.32379210
Reticulotegmental_Nucleus_of_Pons,0.32831200,0.30869900,0.26909470,0.29781910,0.29388850,0.25164450,0.25201650,0.27734860,,0.26442210,0.30256330,0.23108700,0.29871900,0.22121470,0.28321710,0.21449820,0.28155460,0.25131790,0.27204580,0.29050130,0.25962250,0.25898630,0.28195630,0.28820200,0.27114690,0.27776830,0.28539540
Olivary_Complex,0.20995890,0.20544430,0.17196440,0.19243570,0.17962470,0.20147130,0.16140790,0.16677240,,0.17650600,0.19105940,0.17702500,0.17605050,0.17249380,0.18207270,0.15487610,0.18667190,0.18214080,0.18833470,0.19324530,0.17973230,0.19534350,0.18877680,0.19762540,0.18594290,0.18868830,0.19881430
Pontine_Reticular_Nucleus,0.17833340,0.17277430,0.14986480,0.17836230,0.15764820,0.17303240,0.15496820,0.15287110,,0.15636990,0.17298180,0.14749120,0.17120670,0.15598850,0.15310690,0.13607190,0.16602470,0.14805060,0.16450150,0.16751140,0.15562840,0.17309630,0.16091020,0.16385110,0.15856530,0.15507730,0.17027410
Spinal_Trigeminal_Nucleus,0.24490790,0.21220440,0.20827470,0.22265760,0.19728790,0.19868760,0.19945170,0.18715700,,0.17399130,0.24169370,0.19701440,0.23637780,0.17548220,0.20896290,0.16121800,0.21169080,0.19014290,0.21873980,0.21462040,0.19763420,0.21550590,0.23527890,0.21075260,0.23054100,0.19859580,0.19169500
Vestibular_Nuclei,0.26493110,0.24360880,0.22935310,0.25239220,0.22495650,0.23549970,0.23774680,0.23032260,,0.22727300,0.24103590,0.22211950,0.25361730,0.18561550,0.25628200,0.17193410,0.23247110,0.22302530,0.26662840,0.24756950,0.23780360,0.24099130,0.25195480,0.25228060,0.24612980,0.25508110,0.24817990
Gigantocellular_Reticular_Nucleus,0.22137660,0.20844510,0.18969690,0.20744970,0.18234430,0.18326520,0.18238400,0.18151030,,0.17396790,0.20353170,0.17033890,0.19083000,0.18180860,0.19909030,0.16893710,0.19752510,0.18352890,0.20354810,0.19847640,0.18790320,0.20749040,0.20789190,0.20109120,0.19973630,0.19567950,0.20308080
Cuneate_Nucleus,0.26295390,0.24639380,0.24272190,0.26170220,0.22164930,0.23704280,0.22208940,0.25461440,,0.23109020,0.27163830,0.24591210,0.29302170,0.18075150,0.25261410,0.16413630,0.23570850,0.23465240,0.24295510,0.23102390,0.24279270,0.23946400,0.24424600,0.27093470,0.25115130,0.25343330,0.23991390
Anterior_Commisure,0.49987080,0.48837710,0.46564160,0.49864680,0.47186880,0.47165610,0.46206830,0.46544080,,0.44882500,0.49786970,0.43865730,0.48155680,0.39498260,0.50397970,0.44820080,0.50672910,0.46930120,0.50391890,0.49185670,0.51261810,0.47422940,0.49202400,0.50999370,0.49730460,0.49385590,0.50873510
Optic_Tracts,0.53922680,0.50579860,0.49111270,0.52290130,0.49482660,0.48745830,0.51843630,0.49482880,,0.48916130,0.49103500,0.47771260,0.50749360,0.46208990,0.51520140,0.47406380,0.49916510,0.48328160,0.52217810,0.52137660,0.49418120,0.51859750,0.52249070,0.52604310,0.51050850,0.51935960,0.52211700
Fimbria,0.55195540,0.53015580,0.49654410,0.53891120,0.54098110,0.52655390,0.51888810,0.51774750,,0.50666390,0.51312950,0.49990940,0.55781440,0.43363430,0.54435130,0.49047900,0.52697000,0.50196370,0.51841950,0.52506900,0.52860410,0.52246230,0.55511150,0.53660640,0.53442380,0.53292490,0.53623720
Corpus_Callosum,0.41794110,0.41335750,0.38536520,0.40226440,0.38723870,0.36172370,0.38271000,0.38922170,,0.33621310,0.38261220,0.32326040,0.40499970,0.30067880,0.39598090,0.32494080,0.39336280,0.36947190,0.39039240,0.39424480,0.38347400,0.35761220,0.40195190,0.39867560,0.37460540,0.37899040,0.37916280
Fornix,0.37751360,0.35208290,0.32168420,0.35248260,0.31763560,0.28939520,0.34237290,0.32152410,,0.30327680,0.35032530,0.26714830,0.36996240,0.29857030,0.36125900,0.29958110,0.35721620,0.32716670,0.33955680,0.35173180,0.34537980,0.32704580,0.37635520,0.34693470,0.34613060,0.34259340,0.33005780
Stria_Terminalis,0.60636360,0.57654120,0.56600900,0.58724110,0.56487660,0.55187600,0.58452310,0.56782290,,0.56157960,0.56463900,0.49530380,0.60658100,0.47794570,0.57772330,0.52575590,0.58919750,0.55073150,0.60626160,0.61893140,0.59602560,0.59022120,0.62644330,0.62500110,0.61200830,0.60086150,0.60838510
Cingulum,0.35402560,0.34838740,0.32479490,0.34268490,0.30154560,0.26665640,0.29913630,0.29728530,,0.28252240,0.32611220,0.28440970,0.34883870,0.24349040,0.34424320,0.24006070,0.32696570,0.29006250,0.33655300,0.31583600,0.32168610,0.31339790,0.34787110,0.33857290,0.33484650,0.33123000,0.32523740
Lateral_Olfactory_Tract,0.38783760,0.38217180,0.34924330,0.35632470,0.37199260,0.35292550,0.36067490,0.31939060,,0.37886410,0.33763030,0.35227000,0.36008310,0.34031380,0.35788600,0.33403780,0.36448390,0.32456890,0.36185620,0.38993640,0.33425930,0.36319430,0.38424790,0.38702240,0.39032130,0.37459590,0.39396240
Ventral_Hippocampal_Commissure,0.49450580,0.47709270,0.43412030,0.47335510,0.38102280,0.40569200,0.43882030,0.43393020,,0.36706330,0.48081020,0.34331510,0.48597640,0.31503270,0.50101970,0.39328220,0.45318900,0.41795330,0.51914460,0.52869610,0.50023290,0.48596700,0.52212550,0.48569720,0.48533880,0.46957250,0.51113280
Internal_Capsule,0.52191720,0.49305160,0.48908880,0.47281530,0.48040610,0.45661960,0.49365150,0.48804720,,0.47078000,0.47941240,0.41093240,0.51831660,0.42246710,0.50925950,0.43524260,0.50198700,0.48078650,0.47885360,0.48451650,0.47510090,0.46926710,0.49606400,0.49284980,0.48265000,0.48955290,0.45911690
Fasciculus_Retroflexus,0.41047270,0.34250660,0.36743540,0.39478510,0.34480940,0.30263230,0.35931050,0.34041990,,0.35852770,0.38166730,0.30439760,0.37542710,0.35550830,0.34642220,0.30647140,0.40594550,0.39216250,0.36159270,0.40392440,0.39930060,0.37430270,0.40572260,0.35431090,0.36661120,0.40216780,0.36656590
Stria_Medularis,0.47918130,0.46618290,0.43442230,0.46206500,0.44725370,0.42095200,0.45945570,0.44263280,,0.44322540,0.45006880,0.39817180,0.45661220,0.38636680,0.45305360,0.42936040,0.45929520,0.44082300,0.46584900,0.47021790,0.46187100,0.46483510,0.48598230,0.47190700,0.46820420,0.47291920,0.47983310
Mamillothalamic_Tract,0.39654960,0.37721730,0.34940330,0.32520220,0.33293380,0.34045090,0.32294250,0.32392570,,0.34982280,0.34468220,0.28507310,0.34677640,0.28233500,0.33129740,0.28766580,0.35284630,0.30819090,0.36135130,0.36367570,0.36171580,0.32476020,0.37325450,0.36804060,0.34945540,0.34842730,0.34286930
Posterior_Commissure,0.29135140,0.28462950,0.23886100,0.26954680,0.26265200,0.24004110,0.25263650,0.25955480,,0.24112280,0.27795930,0.25105140,0.26947520,0.20222880,0.25655170,0.22516480,0.25975780,0.25086280,0.27698590,0.29038130,0.25736730,0.21895380,0.28118010,0.28948780,0.27628220,0.25970370,0.27927510
Brachium_of_Superior_Colliculus,0.38792030,0.36426600,0.35787470,0.34674740,0.39686480,0.35939660,0.38593490,0.34811700,,0.34460890,0.38525090,0.30287700,0.33633480,0.28793060,0.34773190,0.33283760,0.38525600,0.38177020,0.37045900,0.37382040,0.36280560,0.38374280,0.35736740,0.37635990,0.39539060,0.38980290,0.35127070
Cerebral_Peduncle,0.54961470,0.53376520,0.50205960,0.54276750,0.52152140,0.52598260,0.51124050,0.51692460,,0.49902210,0.53443220,0.48367700,0.55781390,0.46074550,0.51503440,0.45267310,0.52303920,0.49803440,0.49857660,0.51062360,0.49857810,0.51158060,0.52358780,0.53503800,0.50904380,0.52509860,0.53546070
Lateral_Lemniscus,0.31932300,0.31866460,0.32196400,0.32559550,0.30465100,0.31979840,0.34925180,0.33307890,,0.32509460,0.32450730,0.30357560,0.33722130,0.33199090,0.33850820,0.28746800,0.32704670,0.33352740,0.35385030,0.33870210,0.33536190,0.34778840,0.35186420,0.34985680,0.35032180,0.34560910,0.33459100
Spinal_Trigeminal_Nerve,0.49845820,0.47549030,0.45267620,0.45972590,0.48264240,0.48819500,0.46774580,0.49395230,,0.47881910,0.47765100,0.46136330,0.48051780,0.45203730,0.46503570,0.41409380,0.46050830,0.45633890,0.47613710,0.48249810,0.47306480,0.47856830,0.48938590,0.49466140,0.48475890,0.48288820,0.49123470
Pyramidal_Tract,0.52760980,0.50104010,0.43199550,0.47487740,0.50862010,0.48914710,0.46310510,0.46862480,,0.47499980,0.48236470,0.45676900,0.45255260,0.42286470,0.46303890,0.42060240,0.48371860,0.44196900,0.44280240,0.50785700,0.45190610,0.50479850,0.50127840,0.51762120,0.48522100,0.48363650,0.48603230
Vestibulocochlear_Nerve,0.49495000,0.47427650,0.46320580,0.50625130,0.48688710,0.52506060,0.46062450,0.50129350,,0.47330280,0.46305700,0.47325220,0.45538160,0.44816120,0.46131600,0.43153170,0.46721600,0.47065820,0.47543350,0.46409260,0.46613080,0.46575810,0.48231260,0.48560160,0.46674730,0.46577040,0.47300780
Facial_Nerve,0.38699240,0.38884990,0.35739630,0.39083200,0.41260660,0.39573480,0.40778210,0.37910140,,0.38113030,0.38075300,0.40470140,0.42044730,0.38414370,0.43334160,0.38356520,0.39302380,0.41808750,0.43332670,0.44172210,0.42780520,0.43495590,0.44543000,0.40077200,0.38557780,0.40756870,0.45367820
Longitudinal_Fasciculus_of_Pons,0.47911800,0.45008500,0.42883980,0.52859190,0.52189770,0.57033870,0.48831940,0.45398980,,0.42723320,0.44073890,0.53129240,0.43406580,0.48775930,0.51888070,0.46718240,0.52079790,0.38316640,0.42616580,0.50836950,0.50899120,0.49935980,0.52534310,0.55416460,0.51521280,0.53445110,0.57722690
Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,0.32058950,0.29216620,0.26241430,0.26807840,0.27040010,0.26503820,0.25835500,0.26881400,,0.26122580,0.29886630,0.25754420,0.24541180,0.25182240,0.24945810,0.23631620,0.26893430,0.26601680,0.27167250,0.29524290,0.30107070,0.30051130,0.29470680,0.30659150,0.29442920,0.29520750,0.30974640
